timestamp,event_type,trial_id,details,frame_number
5.153269916667341,trial_start,practice_1,,0
5.154527291667364,fixation_onset,practice_1,,
5.746538750000582,video_onset,practice_1,-fXqnCljdm0.003.mp4|IMCEXoAkZv4.005.mp4,61
21.022244166667406,video_offset,practice_1,,519
23.655889833334186,response,practice_1,"response=right,rt=2.6276",519
25.131997250000495,confidence,practice_1,rating=3,
27.756757083334378,trial_start,1,,549
27.758040374999837,fixation_onset,1,,
28.354630166667448,video_onset,1,jjFzwsootdM.000.mp4|Jv2lyDcOmEM.002.mp4,610
33.44271170833417,video_offset,1,,762
36.65569958333435,response,1,"response=left,rt=3.2104",762
37.52147950000017,confidence,1,rating=2,
37.8220254166672,trial_start,2,,792
37.823182458334486,fixation_onset,2,,
38.46501933333457,video_onset,2,3zAyM2edy1g.004.mp4|84emxO86qa8.005.mp4,853
50.67550466666671,video_offset,2,,1219
53.76769529166722,response,2,"response=right,rt=3.0843",1219
57.76730841666722,confidence,2,rating=4,
58.013646500000505,trial_start,3,,1249
58.01511266666694,fixation_onset,3,,
58.55842554166702,video_onset,3,BmDClgdWlH4.002.mp4|3zAyM2edy1g.004.mp4,1310
