timestamp,event_type,trial_id,details,frame_number
17.160239750010078,trial_start,practice_1,,0
17.176187875011237,fixation_onset,practice_1,,
18.257354541667155,video1_onset,practice_1,4T9UUWWRE94.000.mp4,121
33.545902249999926,video1_offset,practice_1,,579
34.598306208339636,video2_onset,practice_1,1RMdiCbNNh4.003.mp4,700
49.90552670833131,video2_offset,practice_1,,1082
55.40071500001068,response,practice_1,"response=first,rt=5.4888",1082
56.71379754166992,confidence,practice_1,rating=3,
59.11974016665772,trial_start,1,,1112
59.12057683333114,fixation_onset,1,,
60.16756495833397,video1_onset,1,KGRUaRe3r7I.001.mp4,1233
75.46344725000381,video1_offset,1,,1691
76.4814754583349,video2_onset,1,PHv6CzBIC5E.001.mp4,1812
91.76776466665615,video2_offset,1,,2270
96.79792070834083,response,1,"response=first,rt=5.0243",2270
98.86018958334171,confidence,1,rating=1,
99.11940533333109,trial_start,2,,2300
99.12119787500706,fixation_onset,2,,
100.27826408333203,video1_onset,2,BmDClgdWlH4.002.mp4,2421
