timestamp,event_type,trial_id,details,frame_number
25.20047812499979,trial_start,practice_1,,0
25.20114137499968,fixation_onset,practice_1,,
25.709335166667188,video_onset,practice_1,video_I.mp4|video_K.mp4,61
28.69323395833362,video_offset,practice_1,,420
31.368258666666406,response,practice_1,"response=right,rt=2.6691",420
32.74483799999962,confidence,practice_1,rating=3,
32.98791437499949,trial_start,practice_2,,450
32.98882558333389,fixation_onset,practice_2,,
33.49226875000022,video_onset,practice_2,video_A.mp4|video_C.mp4,511
36.49181612499979,video_offset,practice_2,,870
37.53687966666712,response,practice_2,"response=left,rt=1.0386",870
38.568773999999394,confidence,practice_2,rating=4,
40.54141258333402,trial_start,1,,900
40.54288120833371,fixation_onset,1,,
41.038953833333835,video_onset,1,video_J.mp4|video_L.mp4,961
44.031026416666464,video_offset,1,,1320
44.72252379166639,response,1,"response=right,rt=0.6870",1320
45.75487708333367,confidence,1,rating=4,
45.99448887499966,trial_start,2,,1350
45.99479324999993,fixation_onset,2,,
46.513429708334115,video_onset,2,video_F.mp4|video_H.mp4,1411
